"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"342","T0342","Scale and the Wartime Saturday Evening Post: A Geographical Strategy of Nation Building","24-06-2002","Rubriques Politique, Culture, Représentations 2002","Louise Appleton","Article","Texte intégral",2207,156,425,410,290,202,169,258,297
"343","T0343","Un outil synthétique du suivi : la vision fréquentielle","28-01-1999","Rubriques Systèmes, Modélisation, Géostatistiques 1999","Charles Schneider","Article","Texte intégral",2308,155,506,373,301,265,272,272,164
"344","T0344","L’eau urbaine ou le pouvoir de renaturer","16-12-2004","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","Franck Scherrer","Article","Texte intégral",3101,155,406,521,441,476,353,375,374
"345","T0345","Berthelot J.-M.(dir), 2003, Figures du texte scientifique, Paris, PUF , 312 p.","21-11-2005","Vie Scientifique Revue de livres 2005","Didier Mendibil","Compte-rendu","Texte intégral",1646,154,568,421,148,97,133,61,64
"346","T0346","Centrality and Land Use : Three Case Studies on the Configurational Hypothesis","26-03-2001","Rubriques Systèmes, Modélisation, Géostatistiques 2001","Valerio Cutini","Article","Texte intégral",2870,154,438,446,385,356,337,380,374
"347","T0347","Pour une nouvelle approche spatiale de l´exclusion sociale","24-10-1997","Vie Scientifique Débats Exclusion, régression...la question des femmes","Nicole Mathieu","Article","Texte intégral",3499,153,585,641,403,261,261,603,592
"348","T0348","Les conséquences d’un choix résidentiel périurbain sur la mobilité : pratiques et représentations des ménages","15-10-2004","Transversalités Dossiers 2005-2002 3ème colloque du Groupe de Travail Mobilités spatiales et fluidité sociale (GT23) : Offre urbaine et expériences de la mobilité, Strasbourg, France 20-21 et 22 mars 2003. Articles sélectionnés par Cybergeo","Guy BaudelleGérard DarrisJean OllivroJean Pihan","Article","Texte intégral",4904,153,758,1024,752,828,650,409,330
"349","T0349","Modélisation des tassements du sous-sol urbain","12-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","Richard Kastner","Article","Texte intégral",3063,152,558,646,608,363,354,218,164
"350","T0350","From individual statements to market maps : a geomarketing approach to public transport Planning","25-07-2002","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Arnaud Banos","Article","Texte intégral",2780,152,524,459,408,260,266,315,396
"351","T0351","Atlas of South India - 1991","26-03-2005","Transversalités Dossiers 2005-2002 Digital Atlas of South India","Sébastien Oliveau","Article","Texte intégral",1013,152,226,211,124,81,54,64,101
"352","T0352","The Region : A basic Concept for understanding local Areas and Global Systems","02-02-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Antoine S. Bailly","Article","Texte intégral",6724,152,702,814,559,738,816,1478,1465
"353","T0353","Les interprétations fonctionnalistes et les interprétations symboliques de la ville","10-03-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","Paul Claval","Article","Texte intégral",3764,151,575,677,473,422,503,557,406
"354","T0354","Frérot A.M., 1999, Les grandes villes d´Afrique, Paris : Ellipses, 220 p.","19-10-2000","Vie Scientifique Revue de livres 2000","Sophie Michel","Compte-rendu","Texte intégral",1228,151,461,271,87,88,63,63,44
"355","T0355","A geographical method to assess technological hazards.The example of the storage and the distribution of the fuel oils in the urban region of Ile-de-France","04-07-2001","Transversalités Dossiers 1999 11th European Colloquium on Quantitative and Theoretical Geography. Durham Castle, UK, September 3-7, 1999","Sandrine Glatron","Article","Texte intégral",2495,151,429,459,396,275,161,250,374
"356","T0356","Zeneidi-Henry Djemila, 2002, Les SDF et la ville. Géographie du savoir-survivre, Paris, éditions Bréal, collection D´autre Part.","14-01-2003","Vie Scientifique Revue de livres 2003","Maryse Marpsat","Compte-rendu","Texte intégral",2593,151,445,400,133,186,259,569,450
"357","T0357","Sirens within the IGU - an analysis of the role of women at International Geographical Congresses (1871-1996)","14-12-1996","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1996","Marie-Claire RobicMechtild Rössler UNESCO","Article","Texte intégral",1420,151,389,322,195,97,52,90,124
"358","T0358","Mondada L., 2000, Décrire la ville - la construction des savoirs urbains dans l´interaction et dans le texte, Paris, Anthropos, 284 p.","16-01-2001","Vie Scientifique Revue de livres 2001","Béatrice Collignon","Compte-rendu","Texte intégral",2088,150,409,338,168,141,273,359,250
"359","T0359","Amirou R., 2000, Imaginaire du tourisme culturel, Paris, PUF.","08-06-2000","Vie Scientifique Revue de livres 2000","Philippe Bachimon","Compte-rendu","Texte intégral",2498,150,485,372,333,234,221,308,395
"360","T0360","Intelligence artificielle et agents collectifs : le modèle EUROSIM","16-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Lena SandersJean-Marc FavaroHélène MathianDenise PumainBenoît Glisse","Article","Texte intégral",2075,150,426,517,272,241,220,141,108
"361","T0361","Le difficile retour du &quot; collectif &quot; dans la gestion de l’eau : Regards sur 15 années d’efforts en Camargue gardoise","15-11-2004","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","Daniel PetitAnne Rivière-Honegger","Article","Texte intégral",1555,149,406,347,221,162,78,92,100
"362","T0362","La &quot;dimension télédétection&quot; dans un programme de recherche en coopération sur la dynamique des versants montagnards, exemples : Equateur, Rwanda et Viêt-Nam","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Michel PouyllauF. PuythoracA. VergnesS. LagréeDan Nguyen TuThu Ha Thi XuanTuan Luong AnhXavier AmelotFabien Pouille","Article","Texte intégral",1857,149,339,316,298,177,205,210,163
"363","T0363","Non-metric conceptual clustering : a new tool for investigating urban quality of life (1)","06-10-1999","Rubriques Systèmes, Modélisation, Géostatistiques 1999","Patrick H. BuckleyDebnath Mookherjee","Article","Texte intégral",2237,147,487,400,316,223,162,198,304
"364","T0364","Bibliografia completa di Jean Gottmann","27-11-1998","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1998","Luca Muscara","Article","Texte intégral",2198,146,368,321,270,210,261,336,286
"365","T0365","Evolution des zones humides d'Anatolie intérieure : exemple de la plaine de Konya, Turquie","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Catherine KuzucuogluSylvie Servain","Article","Texte intégral",1495,146,354,314,211,147,130,110,83
"366","T0366","La gestion de l’eau dans les espaces périurbains : entre recomposition et fragmentation territoriales.","16-12-2004","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","Emmanuelle Renaud-Hellier","Article","Texte intégral",1764,145,401,409,202,190,142,171,104
"367","T0367","Quelques éclaircissements sur la relation de Michel Butor à la géographie. Entretien avec Michel Butor","12-09-2007","Vie Scientifique E-Topiques","Nathanaël Gobenceaux","Article","Texte intégral",7334,143,934,738,605,554,963,1745,1652
"368","T0368","Pour une théorie de la relativité géographique(Vers une généralisation du modèle gravitaire)","23-05-2006","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2006","Daniel Parrochia","Article","Texte intégral",5353,143,476,547,698,579,508,993,1409
"369","T0369","Territorialité et intégration dans les banlieues parisiennes à partir de la trilogie filmique de Malik Chibane : &quot;Chronique de la jeunesse des années 90&quot;","19-04-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","Jacques Van Waerbeke","Article","Texte intégral",2369,142,526,527,344,305,233,161,131
"370","T0370","La Moyenne Vallée de l’Euphrate syrien : étude préliminaire pour la cartographie des états de surface et des systèmes de drainage en vue d’une analyse paléoenvironnementale","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Bezunesh TamruCh. ChataignerPierre-Gil Salvador","Article","Texte intégral",2202,141,539,506,331,182,182,174,147
"371","T0371","Lebrun F.(dir.), 2000, Atlas Historique, Paris, Hachette..","09-05-2000","Vie Scientifique Revue de livres 2000","Gilles Palsky","Compte-rendu","Texte intégral",1165,141,355,283,84,78,81,59,84
"372","T0372","Télédétection, numérisation et transferts d’échelle dans l’étude géographique des milieux physiques et urbains","25-04-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Yann CallotJean-Louis Drouot","Article","Texte intégral",2048,141,406,443,343,199,152,201,163
"373","T0373","Brunet R., 2003, Le diamant. Un monde en révolution. Paris, Belin, 416 p.","20-02-2004","Vie Scientifique Revue de livres 2004","Jean-Louis TISSIER","Compte-rendu","Texte intégral",1365,140,313,230,229,122,113,147,71
"374","T0374","Amar G., 2004, Mobilités urbaines. Éloge de la diversité et devoir d’invention. Paris, Édition de l’Aube. Collection Société et Territoire. Série Prospective du présent. 251 p.","13-01-2005","Vie Scientifique Revue de livres 2005","Angèle Charpentier","Compte-rendu","Texte intégral",1745,139,454,366,184,169,124,182,127
"375","T0375","Les Problèmes culturels des grandes villes. Colloque - Paris 8-11 décembre 1997","02-02-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","","Annonce et actualité","Texte intégral",1721,138,383,521,99,126,193,150,111
"376","T0376","Leitmotive, temps et contretemps de l’urbain. Les Lectures de villes de Marcel Roncayolo","12-04-2005","Vie Scientifique Revue de livres 2005","François Walter","Compte-rendu","Texte intégral",2017,137,367,335,212,181,208,231,346
"377","T0377","The scientific Project","01-07-2015","La Revue","","Informations pratiques","Texte intégral",2849,137,409,410,340,409,304,509,331
"378","T0378","Enjeux européens et réalignements locaux : les élections européennes de juin 2004 en France.","16-09-2004","Vie Scientifique Débats Enjeux européens","Céline Colange","Article","Texte intégral",1654,136,535,592,115,53,80,64,79
"379","T0379","Le préfet de département entre politique globale et locale de l'eau : exemple de la limitation des usages","15-06-2006","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","Nadia Belaidi","Article","Texte intégral",1442,133,343,326,177,250,61,64,88
"380","T0380","Les mots justes de Jean Gottmann","26-03-1998","Rubriques Politique, Culture, Représentations 1998","Luca Muscara","Article","Texte intégral",3289,132,386,417,454,312,547,530,511
"381","T0381","A new approach to the spatial analysis of temporal change using todes and neural nets.","13-10-2000","Transversalités Dossiers 1999 11th European Colloquium on Quantitative and Theoretical Geography. Durham Castle, UK, September 3-7, 1999","Peter J HallsFiona A C PolackSimon E M O'Keefe","Article","Texte intégral",2680,131,334,387,339,278,337,473,401
"382","T0382","Les lieux de l´interculturalité : une image de la complexité urbaine","22-04-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","Marina Marengo","Article","Texte intégral",2863,131,625,637,379,275,320,289,207
"383","T0383","L’eau à la rencontre des territoires","15-10-2004","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","","Editorial","Texte intégral",1415,128,297,318,219,147,110,111,85
"384","T0384","Echos sur la place de la géographie dans les sciences sociales indiennes","30-03-2006","Vie Scientifique Débats Echos sur la place de la géographie dans les sciences sociales indiennes","Sébastien Oliveau","Article","Texte intégral",1500,128,207,182,85,117,139,392,250
"385","T0385","Geographic information system and spatial effect","25-05-2004","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Marianne CohenCatherine Mering","Article","Texte intégral",3957,127,318,392,290,271,331,580,1648
"386","T0386","La sémiologie graphique à l’épreuve du froid. L’introduction de la sémiologie graphique en Norvège. Réflexion d’un acteur","17-11-2000","Transversalités Dossiers 1997 Colloque ""3O ans de sémiologie graphique""","Axel Baudouin","Article","Texte intégral",2144,126,435,506,353,201,164,211,148
